colour_name,hex_value,api_featured_image,brand,category,created_at,currency,description,id,image_link,name,price,price_sign,product_api_url,product_link,product_type,rating,tag_list,updated_at,website_link,distances
Beach Babe ,#C58A68,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/463/original/data?1514063326,nyx,powder,2016-10-01 18:35:22.411,,This NYX High Definition Blush is a high definition lightweight blush that blends evenly.  This vibrant and silky blush delivers a beautiful flush of colour and is paraben free. ,463,"https://d3t32hsnjxo7q6.cloudfront.net/i/e4842a84c9c0522ba29f1a856d841b1c_ra,w158,h184_pa,w158,h184.jpg",NYX High Definition Blush,7.99,,http://makeup-api.herokuapp.com/api/v1/products/463.json,https://well.ca/products/nyx-high-definition-blush_118146.html,blush,4.0,[],2017-12-23 21:08:46.552,https://well.ca,96.48315915225828
08-Corallina (Coral Shimmer) ,#E17A71,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/435/original/open-uri20171223-4-1dbovcq?1514063324,milani,powder,2016-10-01 18:34:41.358,,"This silky blush with benefits can be used so many ways. It shapes, it contours, it highlights. Sunbaked on Italian terracotta tiles, it’s buildable from sheer to vibrant. Yes, it adds a cheeky pop of colour to your complexion. Radiance and warmth, too.Features:Multi-purpose: shapes, contours and highlights cheeksEasy to use for a perfect radiant finishMirror & brush applicator includedStreak-freeBuildable from sheer to vibrantApplication: Glide brush through color and lightly tap off excess powder. Lightly apply to cheeks, forehead, chin and/or nose and blend well for a soft glow.Ingredients: Talc, Mica, Glyceryl Ethylhexanoate/Stearate/Adipate, Dimethicone, Octyldodecyl Stearoyl Stearate, Isopropyl Myristate, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Sorbitan Stearate, Zea Mays (Corn) Starch, Lauroyl Lysine, Magnesium Aluminum Silicate, Cetearyl Ethylhexanoate, Sodium Dehydroacetate, Nylon-12, Imidazolidinyl Urea, Methylparaben, Silica, Ethylparaben, Propylparaben, Butylparaben, Titanium Dioxide (CI 77891), Iron Oxide (CI 77491). +/- May Contain: Iron Oxide (CI 77492, CI 77499), Yellow 5 (CI 19140), Red 7 (CI 15850), Yellow 6 (CI 15985), Carmine (CI 75470), Ultramarines (CI 77007). Shade Range: ",435,"https://d3t32hsnjxo7q6.cloudfront.net/i/4ae353dcae46e9b97c4915566fc9190a_ra,w158,h184_pa,w158,h184.png",Milani Baked Blush,7.99,,http://makeup-api.herokuapp.com/api/v1/products/435.json,https://well.ca/products/milani-baked-blush_32703.html,blush,4.7,[],2017-12-23 21:08:44.433,https://well.ca,96.85040010242601
586 Orange Riviera,#EF7A5B,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/684/original/open-uri20171223-4-14490w0?1514062728,dior,,2017-12-03 23:22:32.065,GBP,The iconic blush from the House of Dior: the new colour accessory for face makeup with style.,684,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0715255.jpg,Diorblush,32.5,£,http://makeup-api.herokuapp.com/api/v1/products/684.json,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/face/blush/pr-blush-y0715255_f071525556-vibrant-colour-powder-blush.html,blush,,[],2017-12-23 20:58:48.374,https://www.dior.com,96.93296652842108
Spring ,#C9888C,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/464/original/data?1514063326,annabelle,powder,2016-10-01 18:35:24.089,,"Annabelle Blush has a weightless and velvety texture that makes it easy to apply and
 perfectly blendable. Perfect to get a healthy and youthful look! ",464,"https://d3t32hsnjxo7q6.cloudfront.net/i/0af800d01a052da93b9145fb59f849ba_ra,w158,h184_pa,w158,h184.jpg",Annabelle Blush ,7.99,,http://makeup-api.herokuapp.com/api/v1/products/464.json,https://well.ca/products/annabelle-blush_108726.html,blush,,[],2017-12-23 21:08:46.649,https://well.ca,97.6165969494942
Pink Pop,#de7a7b,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/776/original/open-uri20171223-4-122ljen?1514072604,clinique,,2017-12-23 17:09:11.983,USD,"Vibrant yet natural-looking cheek colour that looks virtually powderless. In a silky smooth, stay-true formula with shades for every skin tone. That just-pinched look, simply effortless.",776,https://www.clinique.com/media/export/cms/products/181x209/clq_7THL_181x209.png,Cheek Pop&trade;,23.0,$,http://makeup-api.herokuapp.com/api/v1/products/776.json,https://www.clinique.com/product/1593/29770/makeup/blushers/cheek-pop,blush,,[],2017-12-23 23:43:25.003,https://www.clinique.com,97.92343948207701
Sweet Spring,#FA7586,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/915/original/open-uri20171224-4-uv4oww?1514082622,nyx,,2017-12-24 02:28:28.955,USD,"Treat your cheeks to a radiant flush of color with our Ombré Blush, a new gradient blush inspired by the ombré trend. This must-have formula features two silky colors blended into one perfectly coordinated shade combo. (It’s like they were meant for each other.)",915,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw87fb4a6b/ProductImages/2016/Face/Ombre_Blush/ombreblush_main.jpg?sw=390&sh=390&sm=fit,Ombre Blush,10.0,$,http://makeup-api.herokuapp.com/api/v1/products/915.json,https://www.nyxcosmetics.com/ombre-blush/NYX_318.html?cgid=blush,blush,,[],2017-12-24 02:30:22.315,https://www.nyxcosmetics.com,98.60527369263775
Forever Summer	 (Demi-Matte Coral Pink) ,#f47892,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/437/original/data?1514063324,pure anada,powder,2016-10-01 18:34:42.997,,"Pure Anada is pleased to bring you a lovely selection of convenient pressed mineral colors!    You’ll love the silky texture and longevity of these highly wearable cheek colors.Mineral pigments and organic Jojoba are pressed together to create a natural makeup product. You can have confidence that you are making a beautiful, healthy choice!Pure Anada pressed colors are designed to be inserted into customizable magnetic compacts like the Pure Ananda Reusable Magnetic Compact. Design your own palette!  Shades:Ingredients: Mica (CI 77019), Iron Oxides (CI 77492, CI 77499) Calcium Carbonate, Caprylic Triglyceride *Simmondsia Chinensis (Jojoba seed oil) Ultramarines (CI 77007), Titanium Dioxide (CI 77891) * Certified Organic IngredientVegan, Gluten Free, Non-GMO, Dairy Free, Peanut Free, Natural",437,"https://d3t32hsnjxo7q6.cloudfront.net/i/43071cd57ecffc55c1e0bff29278c3a7_ra,w158,h184_pa,w158,h184.jpeg",Pure Anada Pressed Mineral Cheek Colour Pan,12.0,,http://makeup-api.herokuapp.com/api/v1/products/437.json,https://well.ca/products/pure-anada-pressed-mineral-cheek_83224.html,blush,4.4,"[Canadian, Non-GMO, Gluten Free, Vegan, Natural]",2017-12-23 21:08:44.981,https://well.ca,98.98484732523458
Robust Rhubarb,#f87467,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/773/original/data?1514072603,clinique,,2017-12-23 17:09:10.711,USD,"Creamy, mistake-proof cheek colour creates a healthy-looking glow in an instant. Oil-free.",773,https://www.clinique.com/media/export/cms/products/181x209/clq_Z47M_181x209.png,Chubby Stick&trade; Cheek Colour Balm,23.0,$,http://makeup-api.herokuapp.com/api/v1/products/773.json,https://www.clinique.com/product/1593/30944/makeup/blushers/chubby-stick-cheek-colour-balm,blush,,[],2017-12-23 23:43:23.728,https://www.clinique.com,99.24212815130478
Mauve Me,#C5867F,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/915/original/open-uri20171224-4-uv4oww?1514082622,nyx,,2017-12-24 02:28:28.955,USD,"Treat your cheeks to a radiant flush of color with our Ombré Blush, a new gradient blush inspired by the ombré trend. This must-have formula features two silky colors blended into one perfectly coordinated shade combo. (It’s like they were meant for each other.)",915,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw87fb4a6b/ProductImages/2016/Face/Ombre_Blush/ombreblush_main.jpg?sw=390&sh=390&sm=fit,Ombre Blush,10.0,$,http://makeup-api.herokuapp.com/api/v1/products/915.json,https://www.nyxcosmetics.com/ombre-blush/NYX_318.html?cgid=blush,blush,,[],2017-12-24 02:30:22.315,https://www.nyxcosmetics.com,99.31767214348109
Creation - Matte Rosy-pink ,#C88481,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/459/original/data?1514063321,mineral fusion,powder,2016-10-01 18:35:16.184,,"Mineral Fusion Blush features luxuriously silky, triple-milled minerals that offer a natural flush of color to brighten the complexion and create a healthy, youthful glow. Includes a powerful blend of Pomegranate, White Tea, Red Tea and Sea Kelp, plus Vitamins C and E that defend skin against free radical damage for a healthy radiance. Free of Gluten, Parabens, Artificial Colors, Fragrances and Talc. Never-tested on animals. Hypo-allergenic.Ingredients: Mica, Zinc Stearate, Octyldodecyl Stearoyl Stearate, Titanium Dioxide (CI 77891), Caprylic/Capric Triglyceride, Tocopheryl Acetate (Vitamin E), Ascorbyl Palmitate (Vitamin C), Camellia Sinensis (White Tea) Leaf Extract, Aspalathus Linearis (Rooibos Red Tea) Leaf Extract, Punica Granatum (Pomegranate) Extract, Vitis Vinifera (Grape) Seed Extract, Laminaria Ochroleuca (Sea Kelp) Extract, Aloe Barbadensis (Aloe Vera) Extract, Lauroyl Lysine, Sambucus Nigra Fruit (Elderberry), Phenoxyethanol. MAY CONTAIN (+/-): Iron Oxides (CI 77491, 77492, 77499), Carmine (CI 75470), Ultramarine (CI 77007), Manganese Violet (CI 77742). ",459,"https://d3t32hsnjxo7q6.cloudfront.net/i/f1c6dea6717aeaa8796a5f62992d8979_ra,w158,h184_pa,w158,h184.jpeg",Mineral Fusion Blush,32.0,,http://makeup-api.herokuapp.com/api/v1/products/459.json,https://well.ca/products/mineral-fusion-blush_91619.html,blush,5.0,"[Gluten Free, Natural]",2017-12-23 21:08:41.903,https://well.ca,99.46356116689167
861 Rose Darling,#EB81A5,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/684/original/open-uri20171223-4-14490w0?1514062728,dior,,2017-12-03 23:22:32.065,GBP,The iconic blush from the House of Dior: the new colour accessory for face makeup with style.,684,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0715255.jpg,Diorblush,32.5,£,http://makeup-api.herokuapp.com/api/v1/products/684.json,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/face/blush/pr-blush-y0715255_f071525556-vibrant-colour-powder-blush.html,blush,,[],2017-12-23 20:58:48.374,https://www.dior.com,99.64436762808022
Fresh Pink ,#ecc3d5,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/414/original/open-uri20171223-4-cjvuw0?1514063320,maybelline,cream,2016-10-01 18:34:17.251,,"Now, blush has bounce! Freshest flush ever:• New bouncy texture is formulated with silicone elastomers• Lightweight like a powder, yet melts seamlessly into skin like a cream giving you a fresh flush• Dermatologist tested• Allergy tested• Non-comedogenic
                    
                    
                    
                        
                        For best results: With your fingertips, blend a small amount of
 blush onto the apples of your cheeks, applying from your cheekbones to 
your temples. To build colour intensity, apply more blush. 
                    ",414,"https://d3t32hsnjxo7q6.cloudfront.net/i/51eacb9efebbaee39399e65ffe3d9416_ra,w158,h184_pa,w158,h184.png",Maybelline Dream Bouncy Blush,11.99,,http://makeup-api.herokuapp.com/api/v1/products/414.json,https://well.ca/products/maybelline-dream-bouncy-blush_50689.html,blush,4.5,[],2017-12-23 21:08:40.418,https://well.ca,99.68951800465283
color 4,#E3756F,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/441/original/data?1514063325,e.l.f.,powder,2016-10-01 18:34:49.620,,"This beautiful blush palette holds 4 gorgeous shades to mix and match 
throughout the year for a custom blended color. Great for contouring, 
shading, sculpting, and highlighting, these silky smooth blushes create a
 beautiful pigmented glow. With a mixture of complimentary matte and 
shimmer finishes, you can achieve a professional look every time.Ingredients: Mica, Talc, Ethylhexyl Palmitate, Silica, Nylon-12, PTFE, Zince Stearate, Dimethicone, Tocopheryl Acetate (Ve).
MAY CONTAIN: Titanium Dioxide (CI 77891), Iron OXides (CI 77491, 
CI 77492, CI 77499), Red 7 Lake (CI 15850), Ultramarines (CI 77007), Red
 6 Lake (CI 15850), Red 28 Lake (CI 45410). ",441,"https://d3t32hsnjxo7q6.cloudfront.net/i/9afdb02a47f0a04fe1f7aa78c5a49f63_ra,w158,h184_pa,w158,h184.jpg",e.l.f. Studio Blush Palette Light,9.99,,http://makeup-api.herokuapp.com/api/v1/products/441.json,https://well.ca/products/elf-studio-blush-palette-light_99360.html,blush,4.7,[Vegan],2017-12-23 21:08:45.339,https://well.ca,101.13851887386922
001 Petal,#F1C0D7,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/687/original/open-uri20171223-4-vrtkii?1514062729,dior,,2017-12-03 23:22:37.243,GBP,"Rosy Glow reacts to the moisture in the skin to bring a delicate flush of colour to the cheeks. The fresh and luminous color upon application develops into a rosy blush to suit each individual complexion for an incredibly natural, custom healthy glow that lasts all day.",687,https://www.dior.com/beauty/version-5.1432748111912/resize-image/ep/0/390/100/0/packshots%252FPDG_Y0715100.jpg,Diorskin Rosy Glow,32.0,£,http://makeup-api.herokuapp.com/api/v1/products/687.json,https://www.dior.com/beauty/en_gb/fragrance-beauty/makeup/face/blush/pr-blush-y0715100_f071510001-healthy-glow-booster-blush.html,blush,,[],2017-12-23 20:58:49.221,https://www.dior.com,101.41005867269774
Naughty Nude ,#c98077,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/453/original/data?1514062280,revlon,powder,2016-10-01 18:35:08.531,,"Revlon Powder Blush is an ultra-soft, silky powder blush adds a natural flush of color to your 
cheeks and looks freshly applied all day. Enhance your complexion 
instantly.Features:Provides a natural flush of colour with a soft satin finishEnhances cheekbones instantlyEasy to blend, buildable colourAvailable in 9 amazing shades ",453,"https://d3t32hsnjxo7q6.cloudfront.net/i/dd6ee943412a416ecfe9e4a1b2bed107_ra,w158,h184_pa,w158,h184.jpg",Revlon Powder Blush ,13.49,,http://makeup-api.herokuapp.com/api/v1/products/453.json,https://well.ca/products/revlon-powder-blush_100975.html,blush,5.0,[],2017-12-23 20:51:20.125,https://well.ca,101.56771140475698
Defining Berries,"#fbd5db,#c57c82,#925058",//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/778/original/data?1514072606,clinique,,2017-12-23 17:09:13.451,USD,"Versatile cheek sculpting compact with natural-looking shades that blend and build beautifully. Use each separately to colour, contour, highlight. Or swirl them together for a quick easy glow. Use mid-toned shade as a blush, deep-toned shade to contour, lightest shade to highlight. For a quick, easy glow swirl brush over entire palette and dust over apples of cheeks. Long-wearing, oil-free. ",778,https://www.clinique.com/media/export/cms/products/181x209/clq_ZAMN_181x209.png,Sculptionary&trade; Cheek Contouring Palette,34.0,$,http://makeup-api.herokuapp.com/api/v1/products/778.json,https://www.clinique.com/product/1593/34892/makeup/blushers/sculptionary-cheek-contouring-palette,blush,,[],2017-12-23 23:43:26.248,https://www.clinique.com,102.08329931972223
Bitten,#DC7675,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/916/original/open-uri20171224-4-12rfxs8?1514082623,nyx,,2017-12-24 02:28:30.659,USD,A high definition lightweight blush that blends evenly. This vibrant and silky blush delivers a beautiful flush of color and is paraben free.,916,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw565af449/ProductImages/Face/High_Definition_Blush/highdefinitionblush_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush,6.5,$,http://makeup-api.herokuapp.com/api/v1/products/916.json,https://www.nyxcosmetics.com/high-definition-blush/NYX_178.html?cgid=blush,blush,,[],2017-12-24 02:30:23.527,https://www.nyxcosmetics.com,102.18121158021175
Bitten,#DC7675,//s3.amazonaws.com/donovanbailey/products/api_featured_images/000/000/922/original/open-uri20171224-4-1fun686?1514082642,nyx,,2017-12-24 02:28:44.070,USD,,922,https://www.nyxcosmetics.com/dw/image/v2/AANG_PRD/on/demandware.static/-/Sites-cpd-nyxusa-master-catalog/default/dw587b93a7/ProductImages/Face/High_Definition_Pro_Blush_Refills/highdefinitionproblushrefills_main.jpg?sw=390&sh=390&sm=fit,High Definition Blush Pro Refills,6.0,$,http://makeup-api.herokuapp.com/api/v1/products/922.json,https://www.nyxcosmetics.com/high-definition-blush-pro-refills/NYX_254.html?cgid=blush,blush,,[],2017-12-24 02:30:42.574,https://www.nyxcosmetics.com,102.18121158021175
